ds,yhat,yhat_lower,yhat_upper
2021-03-18,31880.731957585554,25039.012164389267,38988.03029259567
2021-03-19,32368.83512460213,25547.05573994216,38706.727453095795
2021-03-20,34940.0009661142,27669.59705758833,41041.438578280155
2021-03-21,35459.441043291,28554.462023883632,42387.13716042892
2021-03-22,33122.272498794206,26280.640996401627,40148.29144963255
2021-03-23,32435.22349236225,25698.517054681215,39070.677818441814
2021-03-24,32800.14298807091,25975.0004276927,39618.161508314544
2021-03-25,32775.62157708797,25228.114676878165,39450.22810252326
2021-03-26,33337.23756862908,26153.48757531515,40377.96134955909
2021-03-27,35971.62838525828,29044.10902953256,42631.770878239644
2021-03-28,36537.800537084324,29774.199371933675,43551.84669804462
2021-03-29,34229.255628605715,26912.628280781973,41366.252244436226
2021-03-30,33558.21682373976,26545.91610041384,40201.559355181016
2021-03-31,33925.879724736464,26617.589905857465,40645.19537755345
2021-04-01,33889.44364249334,27341.218845562802,41166.62334067744
2021-04-02,34426.48072868324,27382.627059284212,41377.5456041833
2021-04-03,37026.551634741845,30455.540549834885,44700.243563600685
2021-04-04,37544.67658152881,30714.898536550958,44725.55432756666
2021-04-05,35174.813066040595,27904.456937860992,42072.409413706846
2021-04-06,34436.552840402124,28015.21556224671,41810.35702675316
2021-04-07,34732.07007042082,27859.66767357896,42077.94177099405
2021-04-08,34618.52701248699,27984.283009522405,41773.67391073373
2021-04-09,35076.538744782025,28034.230421072945,42235.347627010466
2021-04-10,37599.31481518609,30319.379396401866,44416.680776272384
2021-04-11,38038.28259650725,30644.572666245374,44456.493264636985
2021-04-12,35587.91737073937,28511.304514580144,42848.025344654976
2021-04-13,34774.919740653524,27795.60595102213,41478.32095571032
2021-04-14,35001.87971804252,27919.493965427682,41727.562584141204
2021-04-15,34825.08345111772,28150.66788327684,41838.66512446205
2021-04-16,35227.10722750582,28029.85662535052,42042.79803270938
2021-04-17,37703.52467651243,30975.148600126442,44727.418485079055
2021-04-18,38100.72658225102,31116.504740147706,45101.64431167548
2021-04-19,35612.15073721379,28733.78385356435,42649.491888159464
2021-04-20,34769.98894272095,27847.3061245568,41872.25330381003
2021-04-21,34975.61648134659,28117.924711593743,41995.75425906682
2021-04-22,34782.84819004094,27903.241485441402,41071.36833703713
2021-04-23,35174.70750276243,28438.694343348165,41679.654378884814
2021-04-24,37647.741164051105,30465.718176806975,44259.28240931726
2021-04-25,38042.07251397315,30943.375943154366,45211.1975096172
2021-04-26,35549.06221951929,28396.753414829196,42507.798243595906
2021-04-27,34705.569299808885,27774.356402419042,41837.979268188654
2021-04-28,34911.16319276867,28376.84653622908,41520.20655997163
2021-04-29,34716.838842518155,28002.968910967636,41682.496321362785
2021-04-30,35105.96281021845,28199.896788082176,41440.43814385748
2021-05-01,37576.1900321008,30283.09913286198,44384.23617993702
2021-05-02,37961.73797541875,30888.34599742791,45130.00992314356
2021-05-03,35452.45908231785,28847.482983065172,42878.20737929169
2021-05-04,34590.630844188716,27156.589155877053,41716.59775666946
2021-05-05,34774.92059074966,27690.536041402138,41858.56658592493
2021-05-06,34554.525865312666,27497.248207748617,41568.11005712223
2021-05-07,34914.26115902754,27949.591106613305,41937.81346725369
2021-05-08,37354.03874369499,29940.85260587008,44212.73625072095
2021-05-09,37703.32541809746,30871.398420668273,44591.3320585276
2021-05-10,35151.58926898324,28418.058393117582,41943.38320376713
2021-05-11,34247.58342716633,27334.503792947,41604.24831942238
2021-05-12,34390.031294360735,27433.61451179137,41334.845218176924
2021-05-13,34127.16394013274,27761.567095118306,40873.73862913321
2021-05-14,34445.92400265667,27823.450102316903,41086.92180457219
2021-05-15,36848.99257187967,29867.98489328079,43501.088132831595
2021-05-16,37161.416374127184,29963.983702889753,43996.975460515
2021-05-17,34572.42281650843,27140.7293457207,41596.77389469731
2021-05-18,33637.197557460735,26678.123550666973,40934.59989455255
2021-05-19,33754.29632239971,26767.108432647972,40615.17570620462
2021-05-20,33470.59115629722,26116.80640711087,39962.284932722156
2021-05-21,33774.60849767409,27062.908519131193,40760.97741052479
2021-05-22,36171.12362715097,29272.440809163945,43179.47331540805
2021-05-23,36479.98351753083,29572.583467776,43463.240734199644
2021-05-24,33889.31820111835,26849.90045579996,40997.482330406674
2021-05-25,32959.84203308226,25803.236183066612,40418.90325207245
2021-05-26,33089.02279800201,26598.512737661324,40545.80969898828
2021-05-27,32821.467320622025,26176.818450624603,39393.748194434345
2021-05-28,33146.42301707652,25589.28137310181,40097.076872935824
2021-05-29,35569.967071367864,28390.9508932592,43207.806035547605
2021-05-30,35906.0491146907,28818.378965035536,42735.65608637454
2021-05-31,33341.11933514949,26343.170272825373,39747.92870494351
2021-06-01,32440.96949790543,25664.195335158824,39432.75504347382
2021-06-02,32601.67059239834,25560.992874650005,39676.28657817357
2021-06-03,32365.403943017605,25650.180233025254,39216.38991244198
2021-06-04,32722.12715017049,26182.25315427621,39754.198829376226
2021-06-05,35179.35373139435,28502.6441589957,42560.37287373425
2021-06-06,35545.406414596284,28237.90370548861,42706.18414470795
2021-06-07,33005.44820801394,26331.873328809055,40047.11457604611
2021-06-08,32130.845360611052,24763.23686832284,38906.42783918708
2021-06-09,32316.852359405264,25205.30423417754,39340.51590969784
2021-06-10,32103.864741468893,25325.562734540563,38684.361333256704
2021-06-11,32483.223862930874,25174.35934460705,39420.11615905611
2021-06-12,34964.56057729363,27953.579004279116,41717.75260469131
2021-06-13,35351.23276352729,28385.486660023038,42400.646290993325
2021-06-14,32827.73393668861,26528.141093843416,39903.544774388734
2021-06-15,31971.554555886185,25294.296733504987,38556.005782425986
2021-06-16,32177.593409414905,25225.076763668596,39102.230832078174
2021-06-17,31984.814503937534,25172.063343652746,39349.51087297742
2021-06-18,32386.176969799686,25026.75123540823,39819.22242696623
2021-06-19,34893.53347329596,27855.80385239303,42022.44214695681
2021-06-20,35305.24738123326,28684.795646289942,42501.06265792053
2021-06-21,32804.97916209624,25569.821342574007,39531.58742319678
2021-06-22,31976.051133278586,25523.41774602032,38817.1507100083
2021-06-23,32212.594993392995,25229.96925283462,39366.545536125726
2021-06-24,32051.626885869202,25021.40312652091,39245.64556378985
2021-06-25,32487.12040338207,25765.997901901286,39298.44823849063
2021-06-26,35032.48096248176,27674.812320271976,41678.693029125105
2021-06-27,35480.36638530923,28148.42972585166,42697.46020335711
2021-06-28,33012.876632767955,26425.30264753448,38968.46751194456
2021-06-29,32218.44843791864,25074.703457333344,38949.93583523448
2021-06-30,32489.76545354849,26446.81303651262,39530.87300606981
2021-07-01,32361.277092487224,25294.55178330195,39523.45911157269
2021-07-02,32827.43850820883,25944.83867757409,39996.41634090698
2021-07-03,35402.78227854922,28098.718959827613,42472.009341638935
2021-07-04,35873.96049724966,29296.91814630887,43122.92297292829
2021-07-05,33421.3520582801,26576.36609366301,40282.51142948368
2021-07-06,32638.497026899546,26148.55652747065,39304.44918210384
2021-07-07,32916.77453198292,26319.049539092088,39840.160918384296
2021-07-08,32788.365589705354,25586.93318106112,40058.74987668397
2021-07-09,33248.65530109528,26756.79699228409,39922.58596430292
2021-07-10,35813.89223785959,28089.676191872648,42746.60589987104
2021-07-11,36265.43786337414,29733.235499142633,43005.97387951346
2021-07-12,33782.77303712959,26341.860890963406,40797.43613007384
2021-07-13,32965.45019835194,26079.270676112264,39709.470306381125
2021-07-14,33204.51415789344,26069.66716525048,40061.856740809555
2021-07-15,33030.88190834842,25628.216385094856,40045.562027307074
2021-07-16,33441.878729035336,26871.308342794415,40521.25093914506
2021-07-17,35956.45653426132,29079.43443940525,42743.76093547101
2021-07-18,36351.62235162454,29419.550289073024,42938.60001660458
2021-07-19,33806.81712589863,26652.833155835848,40582.50051617451
2021-07-20,32928.36098785926,26282.273912526034,39545.00894828526
2021-07-21,33107.595184611135,26336.016770953236,40313.705497883195
2021-07-22,32874.66075971056,25594.234455055175,39351.80891052781
2021-07-23,33229.154657142586,25843.264312964064,40442.71926935836
2021-07-24,35692.89776041357,29143.603274811685,42766.568407825915
2021-07-25,36038.53807477839,29145.949508399124,42422.88778530174
2021-07-26,33445.30251988025,26350.715311116408,40331.82150895399
2021-07-27,32525.94097975208,25440.365301861915,39261.70129374684
2021-07-28,32671.59987797911,25804.701706046013,40091.45084414687
2021-07-29,32411.014696206817,25245.224768193446,39280.39174690743
2021-07-30,32745.305016073733,25092.92788496249,38710.71797077109
2021-07-31,35198.31454217069,28905.520812415944,42095.28216915474
2021-08-01,35537.41391234626,28616.043619838136,42635.37573645473
2021-08-02,32940.65222964263,25947.662412414098,39932.042754008886
2021-08-03,32026.22760883701,25181.806906547845,39250.082533158034
2021-08-04,32184.12018787524,25631.975055243944,38988.71472383985
2021-08-05,31940.72546398452,24870.250418471394,38596.54479326996
2021-08-06,32297.81358293121,25465.179229117868,39469.201264140276
2021-08-07,34780.46418596433,28041.809114817417,41806.32836328584
2021-08-08,35150.08850332665,28076.68311931826,42185.55033730697
2021-08-09,32582.996496607822,25854.03525174564,39454.60644504444
2021-08-10,31702.405496819872,24773.55717911115,38554.46949493194
2021-08-11,31896.839654219413,25047.35839396499,39045.168012734764
2021-08-12,31690.20631618562,24876.29585573009,39502.59217803961
2021-08-13,32084.916996632575,25355.748745479345,39320.75628355638
2021-08-14,34607.409838521395,26993.15870545806,41498.7301041533
2021-08-15,35013.37945219515,28259.185425798794,42144.01658158957
2021-08-16,32477.744235219147,26314.061092446176,39708.931797925565
2021-08-17,31629.174399328458,24238.525707996494,38589.9320440689
2021-08-18,31855.236562626087,24724.01124191359,38902.241079269086
2021-08-19,31677.890082518505,24775.58604970738,39152.49141044515
2021-08-20,32100.745689638294,25625.199557766886,38931.05642604652
2021-08-21,34652.15151620619,27518.644863170804,41564.16311895106
2021-08-22,35082.60749256388,28053.56023427085,42547.83159172083
2021-08-23,32566.11140247238,25563.95364530056,39410.35199010403
2021-08-24,31737.187405722092,25514.17596876718,38968.93812354795
2021-08-25,31982.76017361645,24870.80515271306,38787.24825951093
2021-08-26,31823.05948598818,24726.123949853732,38824.21012607672
2021-08-27,32263.009233935707,25293.34649952895,38609.57270196604
2021-08-28,34832.87444600032,28150.015837179086,41817.4878461859
2021-08-29,35277.86256730756,28521.429652814775,42293.09723184361
2021-08-30,32770.85545642715,26005.246644527124,39719.28816472832
2021-08-31,31951.950301401765,24837.6227403844,39088.691945492195
2021-09-01,32207.079522924432,25295.007759895547,38777.5001787108
2021-09-02,32054.3436545893,24991.034195314358,38971.407933861396
2021-09-03,32499.553845014838,25657.693294513585,39595.86173961356
2021-09-04,35074.46530882473,27775.899035444447,42019.82202214591
2021-09-05,35518.592290384935,28141.68873360868,42322.14687599484
2021-09-06,33003.35318001979,25613.330209792945,39855.85041013254
2021-09-07,32174.15033250185,25108.410952769245,38779.49235585133
2021-09-08,32415.760522853645,25622.387436876317,39132.33883876901
2021-09-09,32244.118139283197,25253.751776437966,38911.29350894167
2021-09-10,32666.029488065305,25829.32023724414,40128.06628949355
2021-09-11,35215.00637007282,28047.635184217695,42187.37131654385
2021-09-12,35625.30307785863,28326.591029525327,42183.37474182737
2021-09-13,33067.47703400046,26491.396129696426,40428.74935094159
2021-09-14,32193.003555874777,25511.503100024325,38630.74199959787
2021-09-15,32386.42633495679,25213.456552326104,38829.41219935041
2021-09-16,32162.57384079002,25571.01572646568,39213.79850394132
2021-09-17,32530.421974535493,25311.276191722875,39488.232844601094
2021-09-18,35026.49840605118,27967.784244172588,41703.04498112265
2021-09-19,35381.10698344701,28750.840345837987,42416.27259634985
2021-09-20,32765.264873089498,25240.574898737417,39122.22731092797
2021-09-21,31837.809885854378,24980.720735215753,38868.42494804576
2021-09-22,31984.26642066088,24687.063461178575,39149.49912070341
2021-09-23,31719.44965639559,25264.011983825756,38885.786246823474
2021-09-24,32055.43166282386,25215.6940681334,38719.94509842646
2021-09-25,34532.47357853686,27914.549553685516,41241.67256292643
2021-09-26,34877.39792627487,28213.641233842765,41871.9668739458
2021-09-27,32261.86755904696,25143.482171348514,38982.1871629925
2021-09-28,31351.956975176123,24671.61303636043,38829.887371970995
2021-09-29,31533.712457860707,24314.892206964745,38628.81228074416
2021-09-30,31321.1311033373,24034.334721692183,38015.50008720143
2021-10-01,31728.22656010615,24880.156814022852,38431.29252428669
2021-10-02,34297.4949106309,26621.035424066355,41438.104055133685
2021-10-03,34750.450755099395,27959.230559822812,42093.583224637034
2021-10-04,32257.273854438637,25552.305646514964,39409.71448065201
2021-10-05,31488.880092439464,24962.459584351516,39095.79803441114
2021-10-06,31829.22068564045,25258.21288549303,38647.1795810423
2021-10-07,31788.689301216193,24754.99312311211,38837.03783663811
2021-10-08,32380.347953026365,25130.349435462387,39517.28089291823
2021-10-09,35145.993039397035,27782.42259828248,42190.3675351288
2021-10-10,35798.92600600477,28481.66321701923,42763.47305230358
2021-10-11,33505.04111278251,27202.143269758377,40615.07704979824
2021-10-12,32937.47021165456,26198.513654439652,40043.81380353348
2021-10-13,33475.69397840688,26814.81084773834,40212.74473034093
2021-10-14,33624.44686655549,26906.325047354723,40695.52673187835
2021-10-15,34394.16773366349,27547.59422261221,41221.34641792329
2021-10-16,37324.72354967566,29507.53317655283,44396.57903887697
2021-10-17,38120.46334017092,30624.036963890496,44844.1767969292
2021-10-18,35942.78539573796,28728.735922137017,43195.68175811555
2021-10-19,35467.382465435105,28139.09583489867,42908.80737431429
2021-10-20,36070.17883121307,29439.615674792924,42674.00572004679
2021-10-21,36251.733387665096,29203.828904282174,43049.023341669075
2021-10-22,37021.90134713593,30433.292989918737,43620.14022129894
2021-10-23,39921.187971108026,33398.532094076305,46604.06873673594
2021-10-24,40648.044463429505,33911.04541746332,47514.306232392475
2021-10-25,38362.86028844731,31992.26280572992,45153.86507296039
2021-10-26,37747.74247913571,31108.05120593207,45091.38174978901
2021-10-27,38179.20165723913,31773.185179445663,45123.685284411666
2021-10-28,38157.9674239589,31542.48097037094,45125.62008878927
2021-10-29,38697.768355266075,31748.426732992975,45431.0322102626
2021-10-30,41344.21815904627,34598.461890493956,48569.89880854339
2021-10-31,41794.253444028975,34676.10510433962,48614.482113223705
2021-11-01,39211.451034862344,32206.868034770745,46175.528365764476
2021-11-02,38288.24373062744,31239.021115681302,45297.75695615919
2021-11-03,38405.26251887378,31949.025269052425,45491.82319910472
2021-11-04,38066.47881808746,31238.260292350496,44859.331354207614
2021-11-05,38292.026827907335,31690.63230106743,44886.72906671858
2021-11-06,40634.55772204119,33750.07953929985,47024.34751864146
2021-11-07,40790.76820373057,33650.105160469444,47414.85018633216
2021-11-08,37928.00646997202,30505.74088315916,45361.993627435746
2021-11-09,36748.90389687898,29976.385213384827,43535.297055506766
2021-11-10,36637.36944203945,29633.410993236794,44014.3410653168
2021-11-11,36099.07153200184,29145.70469050943,43371.335642779435
2021-11-12,36158.332216253504,29266.421132607455,43110.519958776895
2021-11-13,38371.99493215238,31356.84546011964,44816.13730671491
2021-11-14,38433.10448812739,31938.58877521008,45523.41824818317
2021-11-15,35508.87604816713,28487.16565123034,42031.91053933661
2021-11-16,34307.829110209525,27160.877387663502,41195.05485503071
2021-11-17,34212.530405246216,27307.011456365453,40702.98205371046
2021-11-18,33725.51936119456,26258.79686045569,40503.54614867626
2021-11-19,33870.383087735856,26985.493810944896,41029.185606014005
2021-11-20,36203.249165136214,28844.337710391377,42862.19932469336
2021-11-21,36408.7281864195,29319.939944614456,42828.963423761656
2021-11-22,33649.353823760255,26680.219090051316,40062.79870596381
2021-11-23,32635.321411086705,25413.0804634099,39580.305879497515
2021-11-24,32744.073358603357,25852.506846442346,39692.191822280576
2021-11-25,32471.751582479694,25508.699527799265,39157.954852396026
2021-11-26,32838.52401123578,26108.47232370294,39723.135753920316
2021-11-27,35397.75864342111,28669.02338860131,42499.87620153547
2021-11-28,35824.269069491595,29138.755240152117,42589.36354229191
2021-11-29,33275.24924431951,26445.19290571918,40163.83184853409
2021-11-30,32462.62296090775,25610.347609605473,39692.005709810706
2021-12-01,32759.460636145614,25456.680461014763,39098.58934683669
2021-12-02,32656.930486911282,25153.40983651758,39759.80203422818
2021-12-03,33173.83205832399,25629.4516240251,40394.59076266055
2021-12-04,35863.3919924595,28971.83678373526,42875.38035039824
2021-12-05,36393.739505753954,29578.800422954977,43376.73093722599
2021-12-06,33920.25133611167,27215.494300202816,40757.3005652001
2021-12-07,33160.41830432936,26375.162227766625,40116.225561489744
2021-12-08,33486.9928750724,26283.555979778303,40179.03470150126
2021-12-09,33390.33432876623,26508.12847255006,40411.69982446657
2021-12-10,33892.0431492425,26998.897930070412,40930.26880560958
2021-12-11,36549.27368156163,29743.69703589415,43339.26463522173
2021-12-12,37027.338821631136,29908.910901016166,44051.160370076905
2021-12-13,34483.37103507411,27609.75359910163,40769.77910625888
2021-12-14,33643.62096391142,26546.279651545112,41347.43852113398
2021-12-15,33883.2619220497,27899.295710383827,41110.424189826335
2021-12-16,33694.068256147766,26882.349782453533,40724.62446400363
2021-12-17,34102.104297795166,27099.53975625757,41143.116257401954
2021-12-18,36669.52321182941,29583.69877305096,43181.17036314291
2021-12-19,37059.2864363485,30488.546472378024,44141.824075747514
2021-12-20,34430.14277459521,27411.152207342733,41288.10611839298
2021-12-21,33516.37727297127,25851.56594052367,39965.39077410107
2021-12-22,33694.30643622401,26284.52513945914,39913.51420035293
2021-12-23,33455.33803769342,26601.991020272224,40452.76093120385
2021-12-24,33827.77590373838,26858.165899319854,40304.9085817799
2021-12-25,36376.1774169206,29474.72538705928,43637.025698295285
2021-12-26,36758.26926515949,29788.889318599202,43667.97313719044
2021-12-27,34131.33292497352,27127.85185174616,41318.25200228703
2021-12-28,33234.496386339866,26796.90969786882,40292.223838117905
2021-12-29,33442.014319857684,26090.52465098407,40096.348889873516
2021-12-30,33241.802598708695,25941.74281996112,40408.852081287965
2021-12-31,33661.44862732569,26825.658169051043,40754.69512932476
2022-01-01,36265.21119747559,29281.509480514742,43268.68912669444
2022-01-02,36703.207951478544,29130.804143653982,43918.75598050613
2022-01-03,34129.27233542125,26885.458185408912,41109.64499046163
2022-01-04,33285.84119130718,26381.47613255496,39983.77286111807
2022-01-05,33544.05945405806,26590.247668612294,40402.940556246656
2022-01-06,33387.81451974232,26450.941155664532,40125.68575232554
2022-01-07,33843.96221929011,26636.336751536215,40904.32023493857
2022-01-08,36476.96392771542,29677.36097393223,43343.653295558855
2022-01-09,36930.32570101,29702.78200586371,43594.783267811596
2022-01-10,34355.892395166535,27286.3675888137,40957.4855688647
2022-01-11,33501.28363108058,26578.55939300979,40437.48275992706
2022-01-12,33736.763773472085,27279.27323841292,40437.57314435736
2022-01-13,33544.70690429136,27003.879963732394,40330.835320159305
2022-01-14,33953.96123829871,27113.46064671256,40567.86578007049
2022-01-15,36532.040565349926,29523.122981406956,43399.37503258266
2022-01-16,36918.728818568925,29914.98447035403,43610.9093823849
2022-01-17,34266.72427170441,27212.164451445995,41269.5944138388
2022-01-18,33331.53843291938,25964.217455481663,39827.9231488353
2022-01-19,33485.04993757674,26149.793879626683,40808.10584693883
2022-01-20,33210.32514079285,26424.09350976973,40046.86652413394
2022-01-21,33540.05448786756,27003.1290227185,40694.68646590373
2022-01-22,36046.242170607984,28923.336117293926,42494.93779194535
2022-01-23,36365.9319453314,29119.82792266392,43047.79555732886
2022-01-24,33653.17039182919,26471.62728206096,40533.02146000517
2022-01-25,32671.351736227065,25683.179699812143,39428.41064629022
2022-01-26,32793.453129072484,25561.55871042805,39521.03724017484
2022-01-27,32502.222844912085,25630.74707738571,39388.4613263884
2022-01-28,32832.71474894653,26171.968231814146,39913.780799373664
2022-01-29,35359.515701939206,28770.80420262458,42440.72171914275
2022-01-30,35714.64442140356,28748.563788561078,42450.4935275781
2022-01-31,33050.89638002213,26183.84012694537,39864.690896936925
2022-02-01,32136.706144375057,24921.6547736328,39123.72519921412
2022-02-02,32343.142614640376,25264.431505023946,38868.258150670175
2022-02-03,32149.54818479899,25594.568127850198,39006.61514748124
2022-02-04,32590.257097028723,26632.98645941598,39488.70474029855
2022-02-05,35239.44642408568,28457.34356373232,42137.19569948354
2022-02-06,35721.29144489117,29103.859890057985,42568.37355784196
2022-02-07,33184.77097028743,26678.987541393886,40283.2355830991
2022-02-08,32401.11912054269,25259.803806935182,39055.87915420617
2022-02-09,32737.643592265376,25603.78275239791,39522.01220116118
2022-02-10,32668.868251521035,25749.410199162474,39929.26330998326
2022-02-11,33227.47581786472,26186.573048238286,40175.7327093555
2022-02-12,35986.8097364086,29300.829330095446,43315.996023037405
2022-02-13,36563.29951797606,29892.816697327726,43441.04069700687
2022-02-14,34102.72573538164,26748.35073099936,40808.83501336934
2022-02-15,33380.24632230223,26163.250032538854,39812.85397931848
2022-02-16,33761.00923014746,26837.469795682457,40443.4813509316
2022-02-17,33716.756911907854,26886.44579744097,41192.94460443703
2022-02-18,34280.94005728309,27729.767500482743,41159.24680858273
2022-02-19,37028.806825997155,30006.96959329837,43530.732886411155
2022-02-20,37572.02613642948,30441.177524860246,44583.85261196615
2022-02-21,35056.33381587682,27856.052342474795,42009.966404558785
2022-02-22,34264.0505602419,27709.157711116022,41465.580805542595
2022-02-23,34561.404041064336,27440.43831060394,41527.39603661764
2022-02-24,34420.51057103459,27437.630942795655,41494.062164309194
2022-02-25,34878.577702897295,28400.9298647129,41815.87725555847
2022-02-26,37515.50336740509,30450.061814687408,44229.26480440824
2022-02-27,37940.62645088853,30611.306933075233,44748.339178336086
2022-02-28,35301.692104507965,28622.157207311502,42026.22989458043
2022-03-01,34389.809653622586,27140.76843851026,41116.85279238805
2022-03-02,34573.4440541004,27717.71463764344,41790.18176307769
2022-03-03,34325.747250268265,27676.414165085658,40832.84644119361
2022-03-04,34687.83540914199,27881.555293307327,41690.02012877515
2022-03-05,37243.897278444245,30648.861792129348,44027.38110045866
2022-03-06,37600.08482378243,31565.374650723952,44497.07951103336
2022-03-07,34904.82346878424,28014.83836125557,42046.250380757054
2022-03-08,33956.24792218213,27057.10928220153,40621.16000958795
2022-03-09,34122.91201873151,27105.31233327118,40886.25660467625
2022-03-10,33876.5284513566,27240.96283620353,41487.00146177226
2022-03-11,34259.387299910886,27672.70311056039,41156.57454078777
2022-03-12,36857.04637594917,29627.531987228875,44010.58960592773
2022-03-13,37269.438777059164,30642.73322931411,44541.602835795515
2022-03-14,34642.60689967587,28347.882517402715,41329.692132726974
2022-03-15,33778.69487268254,27054.912247541677,40874.31902364467
2022-03-16,34043.45321042942,27548.922483122857,40764.90819612565
2022-03-17,33904.45906298735,27123.401769497017,41005.08718256205
2022-03-18,34402.74201976373,27225.08175841628,41465.91797551755
2022-03-19,37123.114569139514,30140.976712269963,44148.23122605792
2022-03-20,37657.54539386598,30396.797549227045,44719.435063535835
2022-03-21,35148.355497977325,28530.61827581257,42254.54953918967
2022-03-22,34400.79423058966,27400.828223042306,40757.392617965714
2022-03-23,34777.35382488788,28133.371991465,41312.39261861262
2022-03-24,34741.47311355917,27556.775302555958,41344.63789473927
2022-03-25,35333.36154598295,28170.639261736527,42379.035612309766
2022-03-26,38137.94914041808,31645.92446275237,44886.66689835811
2022-03-27,38740.49409526912,32339.691028489833,45829.4048118317
2022-03-28,36281.199846107,28670.34180870591,43131.699242317794
2022-03-29,35570.32503343963,28979.18665592598,42415.94084887011
2022-03-30,35969.25133355077,29377.340966678967,42780.74580085373
2022-03-31,35939.60874518578,29266.003993541035,43074.36895575476
2022-04-01,36523.232476615296,29975.339176384903,43561.437345978506
2022-04-02,39307.66539964847,32240.688966047073,46394.431125540694
2022-04-03,39873.93323248826,32274.162401012563,46558.28248936657
2022-04-04,37362.51786791252,30324.372728188988,44263.542134505406
2022-04-05,36590.94044172827,29376.133551985644,43721.60363474179
2022-04-06,36921.527000531685,30028.984758043083,43565.35628337906
2022-04-07,36815.906792280264,29643.07753340839,43551.55938718848
2022-04-08,37319.061418991565,30780.143219719885,44533.97310462287
2022-04-09,40022.348202958354,33359.387981504544,46396.607000228534
2022-04-10,40503.42099320743,33573.57189138977,47265.95469500237
2022-04-11,37903.54786712981,30742.890704769383,45045.448104424635
2022-04-12,37047.66553110056,30192.25383000557,43795.244097135066
2022-04-13,37298.851006653116,29901.11026773136,43922.11505899773
2022-04-14,37118.21056089335,29518.91776914166,43863.39991727808
2022-04-15,37553.04752869251,30377.89492582016,44579.00925867989
2022-04-16,40197.44074238412,33217.91914111707,46857.62452498069
2022-04-17,40624.35171743103,33758.75013001374,47587.482759883984
2022-04-18,37974.332746498076,30735.653644422546,44867.12500377946
2022-04-19,37078.102456383815,30079.40637381164,43842.34017850634
2022-04-20,37297.77560592043,29982.247770000966,44232.34013565998
2022-04-21,37092.195450496365,29676.561032482507,44085.134120662675
2022-04-22,37509.27217560631,30166.89773282055,44160.63344984992
2022-04-23,40144.16598587755,33278.105776486256,46931.843585724375
2022-04-24,40563.6265282838,33549.83459159948,47264.642379950536
2022-04-25,37906.13224988194,31029.122364563285,45034.625462198695
2022-04-26,37007.021920340594,30166.331916600753,44022.78684094498
2022-04-27,37226.51041823192,30555.73340744202,44176.482910300285
2022-04-28,37020.48482830022,30217.879859617795,44192.12635125153
2022-04-29,37437.02580185446,30401.003599147945,44468.188299095884
2022-04-30,40072.199479611634,32899.34229516045,47317.16883625555
2022-05-01,40486.625275750856,34001.67563692191,47360.49852795023
2022-05-02,37817.03490032149,30439.78135475262,44309.40857957717
2022-05-03,36903.9410805474,30169.8835497096,43609.70992047257
2022-05-04,37106.41415905037,30006.088157669525,44152.47201139176
2022-05-05,36878.31127253721,29977.784052378647,43562.021381495724
2022-05-06,37268.94559341462,30487.807251585178,44606.38789584137
2022-05-07,39876.44883613606,32979.26540765621,47415.763235444865
2022-05-08,40256.52720823204,33127.56009289911,47279.48560189039
2022-05-09,37545.399252047486,30384.345822065,44481.0557755462
2022-05-10,36589.961552055924,29742.74460589243,43276.971976355075
2022-05-11,36749.287799862286,29945.674143132448,43387.91062807421
2022-05-12,36476.25572798911,29027.891342269002,42904.59724139046
2022-05-13,36822.33295658677,30095.45622335983,43768.80184269402
2022-05-14,39388.483740934935,32499.845491766828,46562.14601300385
2022-05-15,39726.092390969476,32990.56624778104,47107.543604483435
2022-05-16,36971.26539646004,30123.21610613027,44337.38517615461
2022-05-17,35977.48606052031,28881.818239831926,42364.85311366705
2022-05-18,36103.83455143471,29478.356493786363,43360.25104716643
2022-05-19,35802.01758454797,28524.635803072688,42614.4626265931
2022-05-20,36125.28203054569,29254.481712019548,43502.600703376374
2022-05-21,38676.88272481147,31929.017999900494,45422.18958032757
2022-05-22,39003.1951705514,32052.248362066857,46343.455032831356
2022-05-23,36239.407940468904,29290.477961972818,43346.411583997426
2022-05-24,35244.695472764,27981.22060995089,42388.298724936736
2022-05-25,35377.19056816293,28389.021458147683,43139.7300327858
2022-05-26,35086.44942594206,28755.24615707638,41909.467466152746
2022-05-27,35426.526515012716,28561.433297285017,42785.6824029744
2022-05-28,38002.032693885776,31302.73205901119,45492.734725015194
2022-05-29,38353.468916027596,31207.98061673884,45395.14578913239
2022-05-30,35614.33488995992,28700.179022989436,42666.2753417886
2022-05-31,34648.843533008025,27816.936202222194,41739.41433765878
2022-06-01,34813.66331735575,27020.10274839222,41789.6479963099
2022-06-02,34555.8320671183,27517.504796361045,41762.656448565845
2022-06-03,34929.99988599983,27829.04797559117,41186.852097215575
2022-06-04,37542.084604460826,30567.870155849167,44569.33859721108
2022-06-05,37926.81756392337,30554.855043130763,44535.546755516065
2022-06-06,35216.26307181135,27937.27783464859,41785.15059803329
2022-06-07,34280.060661140524,27664.698240264792,41419.59453803802
2022-06-08,34473.91836106653,27863.843394578755,41405.61144505174
2022-06-09,34242.954145632124,26763.095996802786,41128.28232949126
2022-06-10,34643.083029858266,28264.64856683554,41115.55106024598
2022-06-11,37282.24037846935,30447.396525952554,44309.84564693272
